#,Split,MedInc (std),House Value ($100k)
13283,test,-0.288687,1.622000
13284,test,1.322173,3.320000
13285,test,0.151859,2.409000
13286,test,0.924953,3.169000
13287,test,0.606142,2.209000
13288,test,0.458782,1.677000
13289,test,-0.269190,1.028000
13290,test,-1.001548,1.161000
13291,test,-0.337824,1.571000
13292,test,-0.062232,2.483000
13293,test,2.254938,3.528000
13294,test,-0.414965,1.774000
13295,test,-1.171786,2.273000
13296,test,-1.148326,0.752000
13297,test,-0.082891,1.091000
13298,test,-0.609770,1.964000
13299,test,-0.588583,0.996000
13300,test,-1.137020,0.943000
13301,test,-0.002792,2.089000
13302,test,-0.159080,1.907000
13303,test,-0.417870,2.309000
13304,test,-1.147745,1.797000
13305,test,-0.524546,2.325000
13306,test,-0.192261,2.324000
13307,test,-0.407145,0.828000
13308,test,0.374034,1.625000
13309,test,1.651499,3.855000
13310,test,-0.945331,0.886000
13311,test,0.360455,1.468000
13312,test,0.032133,1.140000
13313,test,-0.222219,2.254000
13314,test,0.069858,3.943000
13315,test,-1.328867,0.600000
13316,test,-0.084952,1.804000
13317,test,2.419522,3.513000
13318,test,-0.671641,1.709000
13319,test,-0.373594,2.938000
13320,test,-1.087512,0.641000
13321,test,-1.188799,1.375000
13322,test,-0.752533,1.185000
13323,test,-0.769863,0.880000
13324,test,0.711761,2.019000
13325,test,-0.375919,0.984000
13326,test,-0.778317,0.819000
13327,test,-0.037452,1.594000
13328,test,-0.098266,2.576000
13329,test,0.638055,3.745000
13330,test,-1.239574,0.603000
13331,test,-0.798447,0.804000
13332,test,0.159943,2.098000
13333,test,-0.548586,1.322000
13334,test,-1.245016,0.904000
13335,test,1.994140,3.749000
13336,test,-0.730923,1.582000
13337,test,0.261969,1.484000
13338,test,-0.057160,3.000000
13339,test,3.171746,5.000010
13340,test,-0.142965,1.580000
13341,test,-0.183015,1.442000
13342,test,1.672317,3.683000
13343,test,-0.345855,1.660000
13344,test,-0.206316,2.263000
13345,test,0.886383,2.171000
13346,test,1.179886,3.144000
13347,test,-0.363397,3.625000
13348,test,0.439709,2.236000
13349,test,0.828792,2.793000
13350,test,-0.276535,1.839000
13351,test,-1.490439,0.670000
13352,test,-1.065057,1.015000
13353,test,0.746474,4.000000
13354,test,-0.805210,1.000000
13355,test,0.368909,1.169000
13356,test,-0.278278,2.205000
13357,test,-0.412798,2.250000
13358,test,-0.901953,0.976000
13359,test,1.183321,2.586000
13360,test,-0.564173,1.375000
13361,test,-0.507057,0.656000
13362,test,-1.587128,0.494000
13363,test,0.423647,1.655000
13364,test,1.186438,3.493000
13365,test,0.990364,3.307000
13366,test,3.293216,5.000010
13367,test,0.487736,1.492000
13368,test,-0.356422,2.575000
13369,test,-0.865179,1.167000
13370,test,-0.260367,1.983000
13371,test,-0.979674,0.941000
13372,test,-1.040700,5.000010
13373,test,-0.126058,1.836000
13374,test,-1.485208,0.750000
13375,test,-1.019882,1.129000
13376,test,0.142718,3.091000
13377,test,1.273512,2.698000
13378,test,-0.312252,1.791000
13379,test,0.468399,2.963000
13380,test,0.473471,1.799000
13381,test,-0.832738,1.451000
13382,test,0.022675,1.298000
13383,test,0.308623,2.279000
13384,test,-0.614156,1.417000
13385,test,-0.947497,3.325000
13386,test,-0.085216,1.248000
13387,test,0.624212,1.441000
13388,test,1.350969,2.951000
13389,test,-0.548111,1.437000
13390,test,2.190901,5.000010
13391,test,0.271162,0.863000
13392,test,0.929127,3.521000
13393,test,-0.444605,1.183000
13394,test,2.102771,5.000010
13395,test,0.378049,2.304000
13396,test,-1.267524,0.900000
13397,test,-0.553447,2.841000
13398,test,2.413393,4.676000
13399,test,-0.838497,1.547000
13400,test,-0.447511,1.488000
13401,test,0.272377,1.152000
13402,test,-0.041309,0.981000
13403,test,-1.325697,0.453000
13404,test,-0.727066,2.000000
13405,test,-1.070024,0.948000
13406,test,3.758066,5.000010
13407,test,1.268334,1.807000
13408,test,-0.394464,1.535000
13409,test,-0.668999,1.212000
13410,test,-1.619623,0.583000
13411,test,1.054824,3.635000
13412,test,-0.398480,1.833000
13413,test,0.173627,1.859000
13414,test,-0.460879,1.347000
13415,test,-1.083233,1.609000
13416,test,-0.439903,0.698000
13417,test,-0.253023,0.685000
13418,test,-0.893552,1.085000
13419,test,-0.285147,2.370000
13420,test,-0.188299,3.475000
13421,test,0.854523,4.411000
13422,test,-0.653149,1.170000
13423,test,-1.305408,1.344000
13424,test,2.169502,3.687000
13425,test,2.682063,5.000010
13426,test,0.989096,3.364000
13427,test,-0.766693,0.776000
13428,test,-0.131606,2.116000
13429,test,-0.482066,1.150000
13430,test,-0.307549,1.602000
13431,test,-0.379247,1.015000
13432,test,-0.142965,1.875000
13433,test,0.012055,1.287000
13434,test,-0.002792,2.323000
13435,test,0.220440,1.849000
13436,test,0.188950,3.209000
13437,test,-0.905598,0.797000
13438,test,0.993429,2.842000
13439,test,-1.213315,0.897000
13440,test,-0.871255,3.067000
13441,test,0.129879,2.799000
13442,test,-1.104261,1.099000
13443,test,-0.451157,0.615000
13444,test,0.842899,2.256000
13445,test,-0.702656,1.527000
13446,test,-0.442703,0.732000
13447,test,-0.993465,0.837000
13448,test,-0.800561,1.563000
13449,test,2.386130,5.000010
13450,test,-0.384373,1.530000
13451,test,-0.906814,0.639000
13452,test,0.547705,3.353000
13453,test,-0.153691,2.318000
13454,test,-1.134589,1.375000
13455,test,0.893093,2.183000
13456,test,-0.469174,2.048000
13457,test,-0.452214,1.714000
13458,test,0.727770,2.049000
13459,test,0.325108,2.539000
13460,test,1.645952,3.297000
13461,test,-0.516304,2.049000
13462,test,-0.583986,2.321000
13463,test,-0.184336,1.413000
13464,test,-1.103416,0.988000
13465,test,-0.909825,0.847000
13466,test,0.886489,2.974000
13467,test,-0.574053,1.592000
13468,test,-0.935292,0.477000
13469,test,-0.995472,0.623000
13470,test,-0.322290,0.852000
13471,test,2.273853,5.000010
13472,test,-0.363608,1.703000
13473,test,1.052393,3.276000
13474,test,-0.465845,2.186000
13475,test,-1.261554,2.125000
13476,test,-0.187559,1.216000
13477,test,-0.816676,1.616000
13478,test,-0.229880,1.472000
13479,test,-0.285147,1.222000
13480,test,-1.298750,0.846000
13481,test,0.449642,1.741000
13482,test,1.877848,5.000010
13483,test,-0.653360,3.029000
13484,test,0.685237,1.547000
13485,test,0.011949,1.138000
13486,test,0.107582,2.340000
13487,test,-0.792266,0.825000
13488,test,-0.622292,2.013000
13489,test,0.204800,1.943000
13490,test,-0.913788,1.534000
13491,test,-0.302371,0.886000
13492,test,-1.394119,1.375000
13493,test,-1.180715,1.625000
13494,test,1.475450,3.804000
13495,test,0.550822,1.404000
13496,test,-0.471710,5.000010
13497,test,-0.700648,2.175000
13498,test,0.532171,2.588000
13499,test,-1.642025,1.625000
13500,test,-0.209539,1.944000
13501,test,-0.235164,1.438000
13502,test,0.420424,2.301000
13503,test,-0.233949,1.656000
13504,test,0.941702,2.549000
13505,test,2.123271,3.573000
13506,test,-1.398663,1.292000
13507,test,0.976363,2.312000
13508,test,0.958821,2.646000
13509,test,0.695117,4.055000
13510,test,-1.229007,0.575000
13511,test,1.782744,4.104000
13512,test,0.938744,1.355000
13513,test,-0.032221,5.000010
13514,test,-0.204255,1.602000
13515,test,-1.016501,0.621000
13516,test,0.419895,2.909000
13517,test,0.632560,2.154000
13518,test,-1.015180,0.570000
13519,test,0.432470,1.844000
13520,test,1.683782,2.822000
13521,test,1.913671,3.626000
13522,test,-0.549009,0.731000
13523,test,-0.808539,3.552000
13524,test,-0.687439,1.395000
13525,test,-0.371586,1.708000
13526,test,-0.343795,1.162000
13527,test,2.659925,5.000010
13528,test,1.206304,3.151000
13529,test,-0.121514,1.261000
13530,test,-1.499474,3.000000
13531,test,-0.530834,1.886000
13532,test,0.102140,1.580000
13533,test,-0.820321,1.406000
13534,test,-0.367042,1.403000
13535,test,5.881857,5.000010
13536,test,0.034774,2.625000
13537,test,0.449642,1.971000
13538,test,-0.064663,1.860000
13539,test,0.058868,4.680000
13540,test,3.307376,5.000010
13541,test,0.473893,2.541000
13542,test,-1.650214,1.125000
13543,test,0.075617,1.929000
13544,test,-0.116442,1.841000
13545,test,-0.247158,2.121000
13546,test,-0.893129,1.576000
13547,test,0.113870,1.625000
13548,test,-0.296506,0.963000
13549,test,-0.280392,1.405000
13550,test,2.177216,4.033000
13551,test,-1.188323,2.667000
13552,test,-0.532313,1.890000
13553,test,-0.059221,1.094000
13554,test,-0.729285,1.578000
13555,test,-1.130362,0.745000
13556,test,-0.467959,1.620000
13557,test,0.581097,3.814000
13558,test,1.954725,5.000010
13559,test,-1.449174,0.544000
13560,test,0.658713,2.199000
13561,test,-0.425479,0.938000
13562,test,-0.943587,1.118000
13563,test,1.433023,3.185000
13564,test,0.091890,1.828000
13565,test,1.210743,3.440000
13566,test,-0.920815,1.375000
13567,test,-0.868296,2.559000
13568,test,2.048561,2.374000
13569,test,-0.196752,1.595000
13570,test,0.017497,1.786000
13571,test,1.297235,4.808000
13572,test,1.159439,3.900000
13573,test,0.032133,1.331000
13574,test,0.722962,2.247000
13575,test,0.135902,1.740000
13576,test,0.721113,1.883000
13577,test,-0.982845,1.140000
13578,test,0.513679,1.164000
13579,test,-0.826133,2.206000
13580,test,-0.812290,1.199000
13581,test,1.189291,3.420000
13582,test,1.158118,3.831000
13583,test,0.989466,3.516000
13584,test,-0.407673,1.809000
13585,test,-0.825394,0.985000
13586,test,1.623179,3.496000
13587,test,-0.916271,0.750000
13588,test,-0.269824,1.936000
13589,test,1.068403,2.432000
13590,test,-0.594395,2.089000
13591,test,-0.258095,0.929000
13592,test,-1.207027,0.567000
13593,test,1.620221,2.985000
13594,test,-0.640785,1.600000
13595,test,0.166389,3.455000
13596,test,0.129456,2.097000
13597,test,0.135902,1.602000
13598,test,-0.282980,1.514000
13599,test,-0.247158,1.555000
13600,test,-0.639887,1.104000
13601,test,-0.039407,2.103000
13602,test,-0.906655,1.074000
13603,test,0.165596,3.215000
13604,test,1.174233,2.932000
13605,test,-0.779268,1.413000
13606,test,-1.272279,0.526000
13607,test,1.149611,4.730000
13608,test,1.217770,5.000010
13609,test,-0.791737,1.270000
13610,test,-0.564173,1.136000
13611,test,0.683546,2.762000
13612,test,0.485782,1.476000
13613,test,-0.184864,1.072000
13614,test,0.476430,2.917000
13615,test,-0.574053,2.313000
13616,test,-0.128277,3.500000
13617,test,1.466680,2.961000
13618,test,-0.215562,0.746000
13619,test,0.808080,3.623000
13620,test,-0.379247,1.532000
13621,test,-0.081095,1.787000
13622,test,1.076539,2.605000
13623,test,-0.350293,2.618000
13624,test,-1.186897,0.715000
13625,test,0.735061,2.794000
13626,test,-0.708151,1.517000
13627,test,0.354115,2.782000
13628,test,0.290025,3.338000
13629,test,0.717097,2.137000
13630,test,-0.218521,1.212000
13631,test,-0.990928,1.647000
13632,test,-0.031270,3.613000
13633,test,0.053373,1.750000
13634,test,-0.920815,0.706000
13635,test,0.485940,1.983000
13636,test,-0.956268,1.327000
13637,test,1.533570,5.000010
13638,test,2.009991,4.676000
13639,test,0.173046,1.366000
13640,test,-0.350875,1.635000
13641,test,-1.201744,0.863000
13642,test,-0.989290,0.929000
13643,test,2.163479,4.908000
13644,test,0.458782,2.168000
13645,test,-0.588319,2.200000
13646,test,0.185462,1.392000
13647,test,0.639375,3.339000
13648,test,0.829215,2.232000
13649,test,0.189267,2.750000
13650,test,5.881857,5.000010
13651,test,-1.309740,0.502000
13652,test,0.101665,3.240000
13653,test,0.595839,2.168000
13654,test,0.129034,1.414000
13655,test,-0.134882,1.225000
13656,test,0.223980,3.147000
13657,test,-0.698429,1.793000
13658,test,0.412075,1.427000
13659,test,-0.686699,0.813000
13660,test,0.644236,3.545000
13661,test,-0.648763,1.196000
13662,test,0.331184,3.586000
13663,test,0.265139,1.707000
13664,test,0.067744,1.145000
13665,test,-0.904859,1.614000
13666,test,3.165459,5.000010
13667,test,-0.975395,1.875000
13668,test,-1.013278,1.375000
13669,test,-0.108464,2.281000
13670,test,1.064757,2.951000
13671,test,-0.579601,1.482000
13672,test,-0.015050,2.382000
13673,test,1.919113,4.345000
13674,test,4.851610,5.000010
13675,test,-0.522010,2.250000
13676,test,-0.009132,1.696000
13677,test,-0.233156,1.589000
13678,test,-1.229535,0.584000
13679,test,-0.396842,1.216000
13680,test,-0.094198,0.877000
13681,test,-1.035786,0.685000
13682,test,-0.357585,2.712000
13683,test,0.139548,2.037000
13684,test,1.533094,3.697000
13685,test,0.317552,1.825000
13686,test,1.508473,4.052000
13687,test,-0.633705,1.856000
13688,test,0.410226,3.168000
13689,test,0.102880,1.387000
13690,test,-0.440167,2.545000
13691,test,1.034641,2.479000
13692,test,-0.771765,1.705000
13693,test,-0.923563,0.735000
13694,test,1.282230,4.500000
13695,test,0.230426,1.685000
13696,test,-0.899681,0.587000
13697,test,0.466127,3.882000
13698,test,-0.273576,1.710000
13699,test,-0.474458,0.934000
13700,test,-1.213315,0.561000
13701,test,0.091890,1.706000
13702,test,1.230556,3.447000
13703,test,1.553912,2.833000
13704,test,-0.811603,2.225000
13705,test,-0.091345,1.158000
13706,test,-0.568981,2.500000
13707,test,0.598216,2.697000
13708,test,0.637103,2.707000
13709,test,1.193941,4.244000
13710,test,-0.874584,1.207000
13711,test,0.157935,2.146000
13712,test,0.142507,1.283000
13713,test,1.980720,2.604000
13714,test,0.239091,2.328000
13715,test,0.972189,2.170000
13716,test,-0.699169,1.514000
13717,test,-0.152053,1.134000
13718,test,-0.712113,2.778000
13719,test,-1.112821,0.841000
13720,test,-0.713223,1.455000
13721,test,-0.855721,1.145000
13722,test,0.180813,1.679000
13723,test,0.506599,1.462000
13724,test,0.895260,3.136000
13725,test,-0.214135,1.739000
13726,test,-0.456652,0.946000
13727,test,1.092707,4.222000
13728,test,2.954168,5.000010
13729,test,0.757516,2.549000
13730,test,2.021245,4.059000
13731,test,-0.341417,1.616000
13732,test,-1.142250,0.858000
13733,test,-0.406352,1.394000
13734,test,1.250211,2.922000
13735,test,1.054454,3.487000
13736,test,1.423248,3.183000
13737,test,-0.433563,2.110000
13738,test,-0.465370,1.769000
13739,test,0.324579,2.201000
13740,test,0.318133,3.674000
13741,test,0.383861,1.235000
13742,test,0.927278,3.754000
13743,test,-1.052905,1.500000
13744,test,-0.370424,1.139000
13745,test,-1.099506,0.541000
13746,test,-0.104237,2.750000
13747,test,-0.235587,1.562000
13748,test,-0.493109,2.250000
13749,test,0.828105,3.766000
13750,test,0.257002,1.956000
13751,test,-1.407381,1.681000
13752,test,0.049410,1.823000
13753,test,-0.207531,1.875000
13754,test,-1.317084,0.550000
13755,test,1.296865,2.232000
13756,test,-0.699856,1.809000
13757,test,0.374403,2.070000
13758,test,0.210084,1.376000
13759,test,-0.757130,2.207000
13760,test,1.035697,3.244000
13761,test,-0.920815,0.717000
13762,test,0.730306,1.617000
13763,test,-0.371428,2.448000
13764,test,1.638132,1.824000
13765,test,1.886883,5.000010
13766,test,-0.050238,4.130000
13767,test,-0.078030,1.831000
13768,test,-1.015497,1.460000
13769,test,0.147579,1.778000
13770,test,1.262839,3.155000
13771,test,0.672609,2.229000
13772,test,-0.996476,2.083000
13773,test,1.042407,2.029000
13774,test,1.328619,5.000010
13775,test,0.811779,2.416000
13776,test,-0.037452,1.648000
13777,test,-0.169331,2.263000
13778,test,-0.239497,0.404000
13779,test,0.012636,1.208000
13780,test,-0.399589,2.346000
13781,test,-0.451527,2.232000
13782,test,0.113870,1.410000
13783,test,-0.101859,2.131000
13784,test,-0.049023,1.680000
13785,test,-0.446138,0.650000
13786,test,-0.174244,1.027000
13787,test,-1.369286,2.536000
13788,test,0.920145,2.444000
13789,test,-0.055047,1.676000
13790,test,1.131964,3.969000
13791,test,0.520865,2.026000
13792,test,-1.218017,0.558000
13793,test,-0.656636,1.113000
13794,test,-1.326859,2.250000
13795,test,0.364048,1.753000
13796,test,1.547888,3.676000
13797,test,-0.121303,1.382000
13798,test,-1.009315,0.670000
13799,test,-0.384795,3.100000
13800,test,0.649467,1.886000
13801,test,1.421769,2.390000
13802,test,0.630023,4.537000
13803,test,1.460709,3.476000
13804,test,-1.057607,0.598000
13805,test,0.774952,1.761000
13806,test,0.457144,2.337000
13807,test,-0.893605,1.284000
13808,test,-0.632173,0.844000
13809,test,0.106473,1.464000
13810,test,-0.051242,1.571000
13811,test,1.522633,5.000010
13812,test,-0.848166,1.530000
13813,test,-0.247792,1.478000
13814,test,-1.162962,1.169000
13815,test,-0.728493,1.191000
13816,test,-0.280550,0.993000
13817,test,-0.452478,1.670000
13818,test,0.438916,2.641000
13819,test,-0.656636,2.063000
13820,test,-0.590591,0.945000
13821,test,-0.785450,1.351000
13822,test,-0.326412,0.996000
13823,test,0.008885,1.641000
13824,test,-0.957483,1.200000
13825,test,0.378049,1.973000
13826,test,-1.380910,0.760000
13827,test,0.478332,1.992000
13828,test,-0.084265,1.548000
13829,test,2.008142,4.743000
13830,test,0.088720,2.959000
13831,test,-0.470495,1.646000
13832,test,1.445175,3.692000
13833,test,-1.101567,0.526000
13834,test,-0.581133,1.788000
13835,test,-0.331907,1.438000
13836,test,0.028857,2.306000
13837,test,-0.564913,1.761000
13838,test,-0.481168,3.462000
13839,test,2.389987,4.190000
13840,test,0.201947,2.816000
13841,test,-0.504468,1.925000
13842,test,-0.213184,1.250000
13843,test,-0.332171,1.875000
13844,test,-0.381467,1.877000
13845,test,-0.279440,1.871000
13846,test,-0.975447,1.125000
13847,test,0.682014,2.374000
13848,test,0.149111,0.682000
13849,test,-0.984535,2.125000
13850,test,-0.506371,1.522000
13851,test,0.631080,1.324000
13852,test,0.604187,1.586000
13853,test,-0.405665,0.842000
13854,test,0.923844,2.484000
13855,test,0.503851,2.429000
13856,test,-0.446666,1.478000
13857,test,-0.421305,1.516000
13858,test,-0.235587,0.928000
13859,test,-0.739747,2.192000
13860,test,-1.081225,2.111000
13861,test,-1.325327,1.583000
13862,test,-0.635290,1.422000
13863,test,-0.063447,1.222000
13864,test,-1.184995,0.530000
13865,test,-0.439639,2.060000
13866,test,-0.687122,1.775000
13867,test,-0.738214,1.706000
13868,test,-0.532789,2.059000
13869,test,1.526965,4.514000
13870,test,0.053373,3.551000
13871,test,-0.438688,1.263000
13872,test,-0.964827,0.926000
13873,test,0.102404,1.488000
13874,test,0.055962,2.356000
13875,test,-0.472661,2.821000
13876,test,-0.708996,0.813000
13877,test,0.643391,2.098000
13878,test,1.430646,3.599000
13879,test,-1.303875,0.525000
13880,test,-0.761832,1.646000
13881,test,0.083066,1.281000
13882,test,1.121661,5.000010
13883,test,0.050044,2.629000
13884,test,1.197903,2.973000
13885,test,-0.537121,0.756000
13886,test,-0.069576,1.737000
13887,test,-0.299571,2.242000
13888,test,1.328514,3.625000
13889,test,-0.477205,1.798000
13890,test,-1.399772,1.700000
13891,test,-0.186978,2.117000
13892,test,-0.810758,1.965000
13893,test,-0.783389,1.137000
13894,test,-0.664878,0.679000
13895,test,0.259168,1.872000
13896,test,-0.646755,1.950000
13897,test,3.316833,5.000010
13898,test,0.370705,2.043000
13899,test,-0.844996,1.519000
13900,test,0.411547,1.851000
13901,test,1.488712,3.130000
13902,test,-0.278384,2.563000
13903,test,-0.178788,3.239000
13904,test,0.201947,2.075000
13905,test,-0.086061,1.922000
13906,test,-0.044638,1.661000
13907,test,0.089407,1.733000
13908,test,-0.338088,4.000000
13909,test,1.037916,2.766000
13910,test,0.286854,2.327000
13911,test,-1.183568,1.406000
13912,test,-0.130919,1.393000
13913,test,-0.197809,1.938000
13914,test,-1.015180,0.606000
13915,test,2.071756,3.099000
13916,test,-0.812766,0.744000
13917,test,-1.248028,0.863000
13918,test,-0.448093,1.375000
13919,test,-0.991562,2.200000
13920,test,0.865407,1.472000
13921,test,-1.370184,0.929000
13922,test,0.084810,4.125000
13923,test,-1.427141,5.000010
13924,test,0.197456,2.757000
13925,test,-1.304932,1.038000
13926,test,0.129298,2.167000
13927,test,-0.149993,1.585000
13928,test,1.154631,2.871000
13929,test,1.269338,3.455000
13930,test,0.290025,1.580000
13931,test,-0.022922,1.800000
13932,test,-0.046276,1.073000
13933,test,-0.545997,1.644000
13934,test,-0.636294,1.625000
13935,test,-0.850068,1.316000
13936,test,-1.242797,2.375000
13937,test,0.505753,5.000010
13938,test,0.940698,2.948000
13939,test,-0.825077,1.589000
13940,test,-0.709736,0.991000
13941,test,-0.860001,2.125000
13942,test,-1.067593,0.991000
13943,test,-0.721096,0.656000
13944,test,1.416274,3.350000
13945,test,-0.689658,1.543000
13946,test,-0.373594,3.390000
13947,test,-0.369631,2.027000
13948,test,0.446049,2.893000
13949,test,-1.399614,2.188000
13950,test,0.162320,5.000010
13951,test,-0.869987,0.555000
13952,test,0.445256,2.662000
13953,test,-1.642500,3.500000
13954,test,-1.406694,0.609000
13955,test,-0.549960,0.611000
13956,test,-1.129940,0.617000
13957,test,-0.120035,3.261000
13958,test,-0.665037,1.639000
13959,test,-0.722681,1.667000
13960,test,0.952428,3.037000
13961,test,0.680640,2.513000
13962,test,-0.883090,1.585000
13963,test,0.056173,1.731000
13964,test,-0.318169,0.906000
13965,test,-0.094039,1.310000
13966,test,-0.742864,1.013000
13967,test,-1.038164,0.980000
13968,test,-1.317084,1.000000
13969,test,-0.199288,0.933000
13970,test,-0.486029,1.846000
13971,test,-0.416814,3.500000
13972,test,-0.632860,0.775000
13973,test,-0.004218,1.744000
13974,test,-0.095255,1.219000
13975,test,-0.554557,1.097000
13976,test,0.337049,1.524000
13977,test,0.135902,1.892000
13978,test,0.502795,1.813000
13979,test,0.076145,1.194000
13980,test,-0.498498,1.316000
13981,test,-1.049418,0.658000
13982,test,-1.006673,1.015000
13983,test,-1.184995,0.792000
13984,test,-0.340783,2.325000
13985,test,-0.066142,1.627000
13986,test,-0.715865,0.846000
13987,test,0.845224,2.611000
13988,test,0.924742,3.659000
13989,test,0.848975,2.264000
13990,test,-0.011404,3.422000
13991,test,-0.715336,1.900000
13992,test,0.102880,0.875000
13993,test,0.444094,2.133000
13994,test,0.109484,1.950000
13995,test,-1.095121,1.618000
13996,test,-0.902798,0.678000
13997,test,0.816534,2.166000
13998,test,-1.317084,0.575000
13999,test,0.267992,3.412000
14000,test,1.321434,2.776000
14001,test,-0.020386,1.222000
14002,test,-0.361283,1.405000
14003,test,-0.128277,0.994000
14004,test,-0.418399,1.237000
14005,test,-0.430340,1.121000
14006,test,0.196875,2.743000
14007,test,2.283681,3.616000
14008,test,-0.321604,1.759000
14009,test,1.803508,4.622000
14010,test,0.824777,1.678000
14011,test,-0.658327,3.509000
14012,test,-0.323241,1.833000
14013,test,-0.890012,0.927000
14014,test,-0.781381,0.532000
14015,test,-0.392456,0.625000
14016,test,0.772258,3.003000
14017,test,1.179834,2.862000
14018,test,-0.064874,1.708000
14019,test,1.109826,4.955000
14020,test,-1.154825,0.694000
14021,test,-0.323664,1.201000
14022,test,-0.374439,4.347000
14023,test,0.143088,1.773000
14024,test,5.881857,5.000010
14025,test,-0.656636,0.715000
14026,test,0.325794,2.055000
14027,test,0.553464,2.664000
14028,test,0.274015,1.795000
14029,test,-0.950667,1.300000
14030,test,0.072499,1.804000
14031,test,-0.516304,1.583000
14032,test,0.154236,2.016000
14033,test,-0.784816,1.450000
14034,test,-1.057026,0.981000
14035,test,-0.289426,1.247000
14036,test,-0.200662,1.918000
14037,test,0.024577,1.297000
14038,test,2.811036,5.000010
14039,test,-1.121275,0.868000
14040,test,2.240250,3.657000
14041,test,-0.334020,5.000010
14042,test,-1.075888,0.905000
14043,test,-0.463204,1.197000
14044,test,-0.263695,1.517000
14045,test,-0.991721,1.188000
14046,test,-0.482225,2.050000
14047,test,-0.972700,0.942000
14048,test,-0.010083,2.033000
14049,test,-0.085110,1.366000
14050,test,-1.031665,1.281000
14051,test,-0.366884,1.816000
14052,test,-0.548586,0.721000
14053,test,-0.331695,2.646000
14054,test,-1.019248,1.417000
14055,test,0.518434,2.750000
14056,test,0.279986,3.536000
14057,test,-0.294816,1.955000
14058,test,0.485940,3.638000
14059,test,0.825728,3.266000
14060,test,-0.975606,1.106000
14061,test,-0.458501,1.146000
14062,test,2.332660,4.514000
14063,test,-0.974866,0.550000
14064,test,-0.355788,1.817000
14065,test,1.561573,3.326000
14066,test,-0.863594,1.201000
14067,test,-1.202906,0.608000
14068,test,-0.881981,1.418000
14069,test,0.747213,1.830000
14070,test,0.781134,2.704000
14071,test,0.598216,2.830000
14072,test,0.589234,1.667000
14073,test,-0.783548,0.816000
14074,test,-0.194322,2.156000
14075,test,-0.175037,1.118000
14076,test,-1.525680,1.292000
14077,test,2.497032,5.000010
14078,test,-0.678668,1.813000
14079,test,-0.313731,2.543000
14080,test,-1.069865,0.583000
14081,test,-1.207344,0.630000
14082,test,2.035194,2.750000
14083,test,0.083066,1.732000
14084,test,-0.979780,1.324000
14085,test,0.814209,5.000010
14086,test,-0.864228,0.346000
14087,test,0.539780,1.917000
14088,test,-0.978618,0.628000
14089,test,-0.385958,1.851000
14090,test,0.187364,1.257000
14091,test,-0.356898,1.919000
14092,test,0.257002,1.569000
14093,test,1.056092,4.401000
14094,test,-0.342896,1.178000
14095,test,-0.000309,1.114000
14096,test,0.439709,3.413000
14097,test,-0.752269,0.900000
14098,test,-0.776732,4.125000
14099,test,-0.951090,2.145000
14100,test,-0.293389,1.591000
14101,test,0.389409,5.000010
14102,test,-0.293389,0.783000
14103,test,-0.905281,0.728000
14104,test,-0.452214,2.622000
14105,test,0.083066,1.026000
14106,test,-1.672406,5.000010
14107,test,-0.992883,1.192000
14108,test,-0.207531,1.672000
14109,test,1.180151,4.801000
14110,test,-0.639411,0.657000
14111,test,0.334037,2.222000
14112,test,3.324389,5.000010
14113,test,-0.607076,1.337000
14114,test,-0.844626,2.250000
14115,test,-0.102599,1.395000
14116,test,-1.090049,1.018000
14117,test,1.277791,5.000010
14118,test,-0.518311,1.566000
14119,test,-0.574053,1.189000
14120,test,-0.260367,3.500000
14121,test,0.499149,1.883000
14122,test,-0.829356,1.777000
14123,test,-0.108833,1.835000
14124,test,-0.822910,1.345000
14125,test,-0.926891,0.906000
14126,test,-1.279359,1.132000
14127,test,0.398814,2.197000
14128,test,-0.615107,1.700000
14129,test,0.215156,1.862000
14130,test,0.654645,2.233000
14131,test,-0.458501,2.750000
14132,test,2.137061,3.449000
14133,test,-0.282399,2.547000
14134,test,0.436750,1.309000
14135,test,0.138650,1.727000
14136,test,0.929867,2.698000
14137,test,0.586540,2.246000
14138,test,-1.459688,0.942000
14139,test,-0.962080,0.551000
14140,test,0.598216,2.647000
14141,test,-0.991562,1.587000
14142,test,-1.131789,1.791000
14143,test,1.138410,1.875000
14144,test,-0.030108,0.904000
14145,test,-0.392456,1.663000
14146,test,-0.380093,1.589000
14147,test,-0.255823,1.299000
14148,test,-0.752691,1.011000
14149,test,-0.343530,0.894000
14150,test,-0.389022,1.375000
14151,test,0.864932,3.036000
14152,test,-0.920815,0.919000
14153,test,0.021830,1.551000
14154,test,-0.863964,2.210000
14155,test,0.359715,1.724000
14156,test,-1.184995,1.643000
14157,test,-0.207531,2.825000
14158,test,1.194258,2.362000
14159,test,0.099234,1.330000
14160,test,0.976521,3.483000
14161,test,0.639428,1.634000
14162,test,0.232751,2.693000
14163,test,-1.066114,0.523000
14164,test,-0.022605,0.964000
14165,test,-1.115463,0.490000
14166,test,1.791884,3.148000
14167,test,0.086395,1.955000
14168,test,-0.017058,1.267000
14169,test,-0.661127,2.308000
14170,test,0.896950,2.818000
14171,test,1.078706,2.611000
14172,test,-0.129862,1.740000
14173,test,-0.865760,0.920000
14174,test,-0.128277,4.409000
14175,test,0.858433,3.617000
14176,test,-1.007360,0.534000
14177,test,-0.552866,1.643000
14178,test,1.377704,1.668000
